MGO1,MGS1,MGO2,MGS2,MGO3,MGS3,MGO4,MGS4,MGO5,MGS5,MGO6,MGS6,MGO7,MGS7,MGO8,MGS8,MGO9,MGS9,MGO10,MGS10,MGO11,MGS11,MGO12,MGS12,MGO13,MGS13,MGO14,MGS14,MGO15,MGS15,MGO16,MGS16,MGO17,MGS17,AttCheck,Age,Race_1,Race_2,Race_3,Race_4,Race_5,Race_6,Race_7,Rel,Eng,Emp_status,Income,Education,Gender,pol_party_1,pol_party_2,pol_party_3,pol_party_4,pol_soc,pol_econ,Condition,subj,Other1Self0,Public1Priv0,MoralGood1,MoralGood2,MoralGood3,MoralGood4,MoralGood5,MoralGood6,MoralGood7,MoralGood8,MoralGood9,MoralGood10,MoralGood11,MoralGood12,MoralGood13,MoralGood14,MoralGood15,MoralGood16,MoralGood17,Race,PartyID,Ideology
4,,5,,5,,7,,6,,6,,7,,7,,6,,5,,6,,5,,5,,6,,5,,5,,6,,orange,21,,1,,,,,#NULL!,1,1,2,5,3,1,,1,,,3,3,OtherPublic,150,1,1,4,5,5,7,6,6,7,7,6,5,6,5,5,6,5,5,6,Black,Dem,3
,4,,7,,6,,6,,6,,6,,6,,6,,5,,7,,3,,6,,6,,5,,5,,2,,7,orange,55,,1,,,,,#NULL!,4,1,1,3,5,2,,1,,,4,4,SelfPublic,151,0,1,4,7,6,6,6,6,6,6,5,7,3,6,6,5,5,2,7,Black,Dem,4
3,,5,,5,,3,,5,,3,,4,,2,,3,,2,,2,,3,,5,,3,,3,,6,,3,,orange,23,1,,,,,,#NULL!,3,1,5,9,3,2,,,1,,3,8,OtherPublic,152,1,1,3,5,5,3,5,3,4,2,3,2,2,3,5,3,3,6,3,White,Ind,5.5
,6,,6,,6,,7,,6,,6,,7,,6,,6,,6,,6,,6,,6,,6,,4,,6,,7,orange,37,1,,,,,,#NULL!,3,1,1,6,5,1,,1,,,3,8,SelfPublic,153,0,1,6,6,6,7,6,6,7,6,6,6,6,6,6,6,4,6,7,White,Dem,5.5
5,,6,,5,,6,,6,,5,,6,,6,,5,,6,,5,,5,,6,,5,,3,,5,,6,,orange,47,1,,,,1,,#NULL!,2,1,3,5,4,2,1,,,,9,10,OtherPublic,154,1,1,5,6,5,6,6,5,6,6,5,6,5,5,6,5,3,5,6,PacIsland,Rep,9.5
6,,5,,6,,7,,6,,7,,7,,7,,7,,7,,4,,6,,7,,7,,5,,6,,7,,orange,32,,,,1,,,#NULL!,4,2,7,6,5,2,,1,,,3,4,OtherPrivate,155,1,0,6,5,6,7,6,7,7,7,7,7,4,6,7,7,5,6,7,Asian,Dem,3.5
,2,,7,,7,,6,,7,,7,,7,,7,,7,,7,,6,,7,,6,,7,,5,,7,,6,orange,23,1,,,,,,#NULL!,4,1,1,5,4,1,,1,1,,1,1,SelfPublic,156,0,1,2,7,7,6,7,7,7,7,7,7,6,7,6,7,5,7,6,White,Ind,1
,6,,5,,6,,6,,5,,5,,6,,7,,7,,6,,5,,6,,6,,5,,6,,5,,6,orange,41,1,,,,,,#NULL!,2,1,1,4,5,2,1,,,,9,9,SelfPrivate,157,0,0,6,5,6,6,5,5,6,7,7,6,5,6,6,5,6,5,6,White,Rep,9
,5,,4,,5,,5,,5,,4,,5,,5,,5,,5,,5,,5,,5,,5,,3,,5,,3,orange,39,,,,,,1,#NULL!,1,1,1,5,5,1,,,1,,4,4,SelfPrivate,158,0,0,5,4,5,5,5,4,5,5,5,5,5,5,5,5,3,5,3,Other,Ind,4
7,,4,,6,,6,,7,,4,,6,,6,,7,,7,,4,,5,,7,,6,,4,,4,,7,,orange,38,,1,,,,,#NULL!,2,1,8,8,3,2,,1,,,2,4,OtherPrivate,159,1,0,7,4,6,6,7,4,6,6,7,7,4,5,7,6,4,4,7,Black,Dem,3
3,,5,,6,,7,,7,,6,,6,,7,,6,,6,,6,,5,,7,,6,,3,,6,,7,,orange,41,1,,,,,,#NULL!,3,2,2,2,5,2,,1,,,8,3,OtherPublic,160,1,1,3,5,6,7,7,6,6,7,6,6,6,5,7,6,3,6,7,White,Dem,5.5
7,,7,,7,,7,,7,,7,,7,,7,,7,,6,,6,,7,,7,,7,,7,,7,,7,,orange,24,1,,,,,,#NULL!,2,1,8,8,5,1,,1,1,,2,2,OtherPrivate,161,1,0,7,7,7,7,7,7,7,7,7,6,6,7,7,7,7,7,7,White,Ind,2
4,,4,,5,,5,,5,,4,,5,,4,,4,,4,,4,,4,,5,,4,,4,,5,,5,,orange,51,1,,,,,,#NULL!,4,1,8,5,2,2,,1,,,1,1,OtherPublic,162,1,1,4,4,5,5,5,4,5,4,4,4,4,4,5,4,4,5,5,White,Dem,1
6,,5,,5,,6,,6,,5,,7,,7,,7,,6,,6,,5,,6,,7,,5,,6,,6,,orange,37,1,,,,,,#NULL!,3,1,1,6,5,1,,,1,,9,10,OtherPrivate,163,1,0,6,5,5,6,6,5,7,7,7,6,6,5,6,7,5,6,6,White,Ind,9.5
4,,5,,5,,5,,5,,4,,5,,5,,4,,5,,5,,4,,5,,5,,4,,5,,5,,orange,46,,,,1,,,#NULL!,1,1,1,7,5,1,,,1,,4,4,OtherPublic,164,1,1,4,5,5,5,5,4,5,5,4,5,5,4,5,5,4,5,5,Asian,Ind,4
,4,,4,,4,,4,,4,,4,,4,,4,,4,,5,,4,,5,,4,,4,,4,,5,,4,orange,28,1,,,,,,#NULL!,3,1,7,3,3,2,,1,,,3,4,SelfPrivate,165,0,0,4,4,4,4,4,4,4,4,4,5,4,5,4,4,4,5,4,White,Dem,3.5
,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,orange,35,1,,,,,,#NULL!,1,1,1,6,5,2,,1,,,2,2,SelfPrivate,166,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,White,Dem,2
5,,5,,5,,5,,5,,6,,6,,6,,5,,3,,5,,5,,5,,6,,6,,6,,6,,orange,30,1,,,,,,#NULL!,3,1,1,4,4,1,,,1,,4,4,OtherPublic,167,1,1,5,5,5,5,5,6,6,6,5,3,5,5,5,6,6,6,6,White,Ind,4
,6,,7,,7,,7,,7,,6,,7,,6,,6,,7,,6,,6,,7,,6,,6,,6,,6,orange,34,1,,,,,,#NULL!,4,1,1,4,3,2,,1,,,2,2,SelfPublic,168,0,1,6,7,7,7,7,6,7,6,6,7,6,6,7,6,6,6,6,White,Dem,2
,3,,5,,5,,7,,6,,6,,6,,6,,5,,5,,4,,4,,6,,5,,3,,5,,7,orange,44,1,,,,,,#NULL!,2,2,2,1,4,2,,1,,,3,2,SelfPublic,169,0,1,3,5,5,7,6,6,6,6,5,5,4,4,6,5,3,5,7,White,Dem,2.5
,5,,4,,5,,4,,4,,4,,5,,5,,5,,5,,4,,4,,4,,4,,5,,5,,4,orange,51,1,,,,,,#NULL!,3,1,1,3,5,1,1,,,,9,8,SelfPublic,170,0,1,5,4,5,4,4,4,5,5,5,5,4,4,4,4,5,5,4,White,Rep,8.5
5,,5,,7,,7,,7,,7,,7,,7,,6,,6,,6,,6,,7,,6,,6,,7,,6,,orange,43,1,,,,,,#NULL!,3,1,8,9,5,2,1,,,,9,10,OtherPrivate,171,1,0,5,5,7,7,7,7,7,7,6,6,6,6,7,6,6,7,6,White,Rep,9.5
,4,,4,,7,,7,,7,,7,,7,,7,,7,,4,,4,,7,,7,,7,,4,,7,,7,orange,24,1,,,,,,#NULL!,1,1,1,2,2,2,,,1,,4,4,SelfPrivate,172,0,0,4,4,7,7,7,7,7,7,7,4,4,7,7,7,4,7,7,White,Ind,4
,3,,4,,4,,5,,6,,5,,5,,5,,3,,5,,4,,2,,6,,3,,4,,3,,5,orange,33,1,,,,,,#NULL!,1,2,4,1,4,2,,1,,,1,2,SelfPublic,173,0,1,3,4,4,5,6,5,5,5,3,5,4,2,6,3,4,3,5,White,Dem,1.5
7,,6,,6,,7,,7,,7,,7,,6,,7,,7,,6,,7,,7,,7,,6,,6,,6,,orange,46,1,,,,,,#NULL!,3,1,1,6,5,2,,,1,,10,3,OtherPrivate,174,1,0,7,6,6,7,7,7,7,6,7,7,6,7,7,7,6,6,6,White,Ind,6.5
6,,5,,6,,6,,7,,6,,7,,6,,7,,5,,5,,6,,6,,6,,6,,6,,6,,orange,40,,,,,,1,#NULL!,1,1,1,4,2,1,,,1,,3,3,OtherPrivate,175,1,0,6,5,6,6,7,6,7,6,7,5,5,6,6,6,6,6,6,Other,Ind,3
,4,,6,,6,,6,,6,,4,,6,,6,,4,,6,,4,,4,,6,,4,,6,,6,,6,orange,64,1,,,,,,#NULL!,4,1,6,8,6,2,,,1,,4,4,SelfPublic,176,0,1,4,6,6,6,6,4,6,6,4,6,4,4,6,4,6,6,6,White,Ind,4
6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,orange,26,1,,,,,,#NULL!,1,1,8,5,5,3,,,1,,1,1,OtherPublic,177,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,White,Ind,1
5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,orange,26,1,,,,,,#NULL!,2,1,3,4,5,2,,,1,,1,1,OtherPublic,178,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,White,Ind,1
6,,6,,6,,7,,7,,6,,7,,6,,7,,7,,6,,6,,7,,7,,7,,6,,6,,orange,35,1,,,,,,#NULL!,3,1,2,8,5,2,,1,,,1,1,OtherPrivate,179,1,0,6,6,6,7,7,6,7,6,7,7,6,6,7,7,7,6,6,White,Dem,1
,7,,7,,6,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,orange,42,1,,,,,,#NULL!,1,1,8,2,3,1,,1,,,3,8,SelfPrivate,180,0,0,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,White,Dem,5.5
,6,,4,,6,,7,,6,,5,,7,,7,,5,,5,,5,,4,,5,,5,,4,,4,,6,orange,40,1,,,,,,#NULL!,4,1,7,6,3,2,,,1,,4,8,SelfPublic,181,0,1,6,4,6,7,6,5,7,7,5,5,5,4,5,5,4,4,6,White,Ind,6
,7,,5,,7,,6,,7,,7,,7,,7,,6,,7,,7,,7,,7,,6,,7,,6,,7,orange,34,1,,,,,,#NULL!,2,1,1,4,2,1,,1,,,4,4,SelfPrivate,182,0,0,7,5,7,6,7,7,7,7,6,7,7,7,7,6,7,6,7,White,Dem,4
,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,5,,7,,7,,5,,7,,7,orange,33,1,,,,,,#NULL!,4,1,7,5,5,2,1,,,,10,10,SelfPrivate,183,0,0,7,7,7,7,7,7,7,7,7,7,7,5,7,7,5,7,7,White,Rep,10
6,,7,,6,,6,,4,,3,,4,,5,,6,,1,,7,,2,,2,,6,,3,,7,,2,,orange,30,1,,,,,,#NULL!,3,1,1,5,5,1,,1,,,1,2,OtherPrivate,184,1,0,6,7,6,6,4,3,4,5,6,1,7,2,2,6,3,7,2,White,Dem,1.5
5,,6,,5,,5,,4,,4,,3,,2,,2,,4,,5,,5,,3,,4,,4,,6,,2,,orange,39,1,,,,,,#NULL!,1,1,1,1,3,1,,,1,,4,10,OtherPrivate,185,1,0,5,6,5,5,4,4,3,2,2,4,5,5,3,4,4,6,2,White,Ind,7
,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,orange,32,1,,,,,,#NULL!,1,1,1,6,6,2,,1,,,3,4,SelfPublic,186,0,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,White,Dem,3.5
3,,6,,4,,6,,6,,3,,6,,6,,6,,4,,4,,4,,7,,5,,3,,2,,6,,orange,60,,1,,,,,#NULL!,3,1,2,2,3,2,,1,,,2,2,OtherPublic,187,1,1,3,6,4,6,6,3,6,6,6,4,4,4,7,5,3,2,6,Black,Dem,2
,6,,6,,4,,7,,6,,6,,7,,7,,5,,6,,5,,6,,6,,7,,5,,5,,6,orange,56,1,,,,,,#NULL!,1,1,2,9,5,2,,1,,,1,1,SelfPrivate,188,0,0,6,6,4,7,6,6,7,7,5,6,5,6,6,7,5,5,6,White,Dem,1
3,,6,,5,,6,,6,,4,,6,,6,,6,,6,,6,,4,,6,,5,,4,,6,,6,,orange,42,,,,,,1,#NULL!,4,1,7,5,4,2,,1,,,8,2,OtherPublic,189,1,1,3,6,5,6,6,4,6,6,6,6,6,4,6,5,4,6,6,Other,Dem,5
,5,,5,,6,,6,,6,,5,,6,,6,,5,,6,,6,,6,,6,,6,,5,,6,,6,orange,36,,,,1,,,#NULL!,5,1,8,4,3,2,,,1,,4,4,SelfPrivate,190,0,0,5,5,6,6,6,5,6,6,5,6,6,6,6,6,5,6,6,Asian,Ind,4
4,,4,,5,,6,,6,,5,,6,,6,,5,,5,,4,,5,,6,,4,,4,,3,,5,,orange,32,1,,,,,,#NULL!,1,1,2,8,5,2,1,,,,4,9,OtherPublic,191,1,1,4,4,5,6,6,5,6,6,5,5,4,5,6,4,4,3,5,White,Rep,6.5
5,,5,,6,,7,,7,,5,,7,,7,,6,,6,,6,,6,,7,,7,,7,,6,,6,,orange,48,,,,1,,,#NULL!,1,1,8,3,5,1,,1,,,4,4,OtherPrivate,192,1,0,5,5,6,7,7,5,7,7,6,6,6,6,7,7,7,6,6,Asian,Dem,4
6,,6,,6,,6,,7,,6,,6,,6,,6,,6,,4,,6,,6,,6,,6,,2,,6,,orange,49,1,,,,,,#NULL!,4,1,1,7,5,1,,1,,,1,1,OtherPublic,193,1,1,6,6,6,6,7,6,6,6,6,6,4,6,6,6,6,2,6,White,Dem,1
5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,orange,33,1,,,,,,#NULL!,2,1,1,9,5,1,1,,,,10,10,OtherPublic,194,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,White,Rep,10
,4,,5,,6,,7,,7,,6,,7,,7,,7,,5,,5,,5,,6,,7,,4,,5,,7,orange,42,1,,,,,,#NULL!,1,1,3,5,5,1,,1,,,2,8,SelfPrivate,195,0,0,4,5,6,7,7,6,7,7,7,5,5,5,6,7,4,5,7,White,Dem,5
,6,,6,,5,,7,,6,,6,,7,,6,,7,,7,,6,,6,,5,,7,,6,,5,,6,orange,34,1,,,,,,#NULL!,1,1,1,3,5,1,,1,,,1,1,SelfPrivate,196,0,0,6,6,5,7,6,6,7,6,7,7,6,6,5,7,6,5,6,White,Dem,1
,6,,6,,5,,7,,5,,6,,6,,7,,7,,6,,6,,5,,6,,5,,7,,5,,5,orange,43,1,,,,,,#NULL!,1,1,1,6,5,1,,1,,,3,1,SelfPrivate,197,0,0,6,6,5,7,5,6,6,7,7,6,6,5,6,5,7,5,5,White,Dem,2
7,,6,,7,,7,,7,,5,,7,,7,,7,,6,,7,,6,,6,,6,,6,,5,,7,,orange,56,,,1,,,,#NULL!,3,1,1,5,2,2,1,,,,9,9,OtherPrivate,198,1,0,7,6,7,7,7,5,7,7,7,6,7,6,6,6,6,5,7,AmerInd,Rep,9
6,,6,,6,,6,,6,,7,,6,,6,,6,,6,,7,,7,,7,,7,,6,,6,,6,,orange,51,1,,,,,,#NULL!,1,1,8,3,5,2,1,,,,4,8,OtherPrivate,199,1,0,6,6,6,6,6,7,6,6,6,6,7,7,7,7,6,6,6,White,Rep,6
4,,4,,6,,6,,6,,4,,6,,6,,6,,4,,4,,4,,6,,6,,4,,5,,4,,orange,45,1,,,,,,#NULL!,1,1,1,5,5,2,1,1,,,2,2,OtherPrivate,200,1,0,4,4,6,6,6,4,6,6,6,4,4,4,6,6,4,5,4,White,Dem,2
,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,orange,52,1,,,,,,#NULL!,3,1,3,5,5,2,,,1,,4,4,SelfPublic,201,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,White,Ind,4
,6,,5,,7,,6,,7,,6,,6,,7,,6,,6,,6,,6,,7,,7,,7,,6,,7,orange,46,,1,,,,,#NULL!,3,1,1,5,6,1,1,,,,10,9,SelfPublic,202,0,1,6,5,7,6,7,6,6,7,6,6,6,6,7,7,7,6,7,Black,Rep,9.5
5,,6,,6,,7,,6,,6,,6,,6,,6,,6,,6,,6,,5,,6,,6,,5,,7,,orange,35,1,,,,,,#NULL!,1,1,8,2,4,2,,1,,,2,2,OtherPublic,203,1,1,5,6,6,7,6,6,6,6,6,6,6,6,5,6,6,5,7,White,Dem,2
6,,5,,5,,7,,6,,7,,7,,7,,7,,5,,6,,5,,5,,6,,5,,5,,6,,orange,51,1,,,,,,#NULL!,1,1,1,4,5,1,,,1,,4,4,OtherPrivate,204,1,0,6,5,5,7,6,7,7,7,7,5,6,5,5,6,5,5,6,White,Ind,4
4,,6,,6,,4,,5,,7,,6,,6,,5,,6,,5,,5,,5,,7,,6,,7,,7,,orange,31,1,,,,,,#NULL!,3,1,1,6,5,1,,1,,,8,8,OtherPublic,205,1,1,4,6,6,4,5,7,6,6,5,6,5,5,5,7,6,7,7,White,Dem,8
6,,5,,6,,5,,5,,7,,6,,6,,7,,6,,5,,6,,7,,7,,5,,7,,6,,orange,31,1,,,,,,#NULL!,3,1,1,6,5,1,,1,,,8,8,OtherPrivate,206,1,0,6,5,6,5,5,7,6,6,7,6,5,6,7,7,5,7,6,White,Dem,8
,3,,4,,6,,6,,6,,6,,5,,6,,3,,6,,5,,3,,6,,3,,5,,3,,7,orange,28,1,1,,,,,#NULL!,4,1,7,1,2,2,,,1,,4,4,SelfPublic,207,0,1,3,4,6,6,6,6,5,6,3,6,5,3,6,3,5,3,7,Black,Ind,4
3,,3,,3,,1,,3,,3,,3,,3,,1,,1,,1,,3,,3,,3,,3,,3,,3,,orange,33,1,1,,,,,#NULL!,3,1,8,2,4,1,,,,1,4,4,OtherPublic,208,1,1,3,3,3,1,3,3,3,3,1,1,1,3,3,3,3,3,3,Black,Other,4
,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,4,,4,,6,orange,65,1,,,,,,#NULL!,2,1,2,4,5,2,,1,,,2,2,SelfPrivate,209,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,6,White,Dem,2
,6,,4,,5,,1,,3,,5,,7,,5,,6,,3,,5,,2,,4,,1,,6,,6,,6,orange,26,1,,,,,,#NULL!,4,1,1,3,5,1,1,,,,4,4,SelfPublic,210,0,1,6,4,5,1,3,5,7,5,6,3,5,2,4,1,6,6,6,White,Rep,4
4,,5,,7,,7,,7,,7,,7,,7,,7,,7,,5,,6,,7,,6,,5,,7,,7,,orange,43,1,,,,,,#NULL!,3,1,1,7,4,1,1,,,,9,9,OtherPrivate,211,1,0,4,5,7,7,7,7,7,7,7,7,5,6,7,6,5,7,7,White,Rep,9
,6,,5,,7,,7,,7,,5,,6,,7,,6,,5,,6,,5,,7,,6,,6,,5,,7,orange,50,1,,,,,,#NULL!,3,1,1,5,2,1,1,,,,10,9,SelfPublic,212,0,1,6,5,7,7,7,5,6,7,6,5,6,5,7,6,6,5,7,White,Rep,9.5
6,,6,,3,,7,,7,,3,,5,,7,,6,,7,,4,,6,,7,,6,,6,,7,,7,,orange,29,,1,,,,,#NULL!,1,1,1,3,5,2,1,,,,9,9,OtherPublic,213,1,1,6,6,3,7,7,3,5,7,6,7,4,6,7,6,6,7,7,Black,Rep,9
,7,,6,,5,,6,,5,,6,,6,,6,,7,,6,,6,,7,,7,,7,,6,,1,,2,orange,35,,1,,,,,#NULL!,4,1,1,4,6,2,,1,,,10,10,SelfPrivate,214,0,0,7,6,5,6,5,6,6,6,7,6,6,7,7,7,6,1,2,Black,Dem,10
5,,2,,2,,3,,7,,2,,6,,7,,6,,6,,6,,6,,3,,6,,6,,2,,6,,orange,54,1,,,,,,#NULL!,2,1,1,3,4,1,,1,,,1,1,OtherPublic,215,1,1,5,2,2,3,7,2,6,7,6,6,6,6,3,6,6,2,6,White,Dem,1
,6,,5,,6,,6,,6,,5,,7,,7,,6,,5,,5,,4,,6,,6,,4,,5,,6,orange,40,1,,,,,,#NULL!,1,1,1,7,5,1,,1,,,2,3,SelfPrivate,216,0,0,6,5,6,6,6,5,7,7,6,5,5,4,6,6,4,5,6,White,Dem,2.5
4,,5,,4,,5,,5,,4,,5,,5,,5,,4,,4,,3,,5,,5,,4,,3,,5,,orange,56,1,,,,,,#NULL!,3,1,8,5,4,1,,,1,,4,4,OtherPublic,217,1,1,4,5,4,5,5,4,5,5,5,4,4,3,5,5,4,3,5,White,Ind,4
,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,orange,48,1,,,,,,#NULL!,1,1,1,7,6,1,,1,,,3,2,SelfPrivate,218,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,White,Dem,2.5
,6,,6,,7,,6,,7,,5,,6,,6,,6,,6,,6,,5,,5,,7,,7,,6,,5,orange,34,1,,,,,,#NULL!,1,1,1,9,6,2,,1,,,1,2,SelfPrivate,219,0,0,6,6,7,6,7,5,6,6,6,6,6,5,5,7,7,6,5,White,Dem,1.5
7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,5,,7,,7,,7,,7,,6,,7,,orange,24,1,,,,,,#NULL!,3,1,1,3,5,1,,1,,,2,8,OtherPrivate,220,1,0,7,7,7,7,7,7,7,7,7,7,5,7,7,7,7,6,7,White,Dem,5
,6,,6,,6,,6,,6,,6,,6,,6,,6,,6,,5,,6,,6,,6,,6,,5,,6,orange,40,1,,,,,,#NULL!,1,1,1,4,5,2,,1,,,2,3,SelfPrivate,221,0,0,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,5,6,White,Dem,2.5
6,,7,,7,,7,,7,,5,,5,,6,,7,,7,,7,,7,,7,,6,,4,,7,,7,,orange,37,1,,1,,,1,#NULL!,1,1,8,7,6,2,,1,,,2,2,OtherPublic,222,1,1,6,7,7,7,7,5,5,6,7,7,7,7,7,6,4,7,7,Other,Dem,2
,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,,7,orange,48,1,,,,,,#NULL!,3,1,1,5,3,1,1,,,,8,8,SelfPrivate,223,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,White,Rep,8
,1,,7,,7,,7,,7,,6,,7,,7,,7,,5,,4,,2,,7,,7,,7,,5,,6,orange,28,1,,,,,,#NULL!,2,1,1,7,6,1,1,,,,8,8,SelfPrivate,224,0,0,1,7,7,7,7,6,7,7,7,5,4,2,7,7,7,5,6,White,Rep,8
,5,,5,,4,,6,,6,,6,,6,,6,,6,,6,,5,,5,,6,,6,,6,,6,,6,orange,28,1,,,,,,#NULL!,1,1,1,6,6,1,,1,,,1,1,SelfPublic,225,0,1,5,5,4,6,6,6,6,6,6,6,5,5,6,6,6,6,6,White,Dem,1
